publication,author,date,year,month,day,reason,state_arc
"2023 ROAD ATLAS USA, CANADA, MEXICO",NONE,2022-07-21 00:00:00,2022,7.0,21,PAGES 56 - 63 CONTAIN DETAILED MAPS OF TEXAS WHICH COULD FACILITATE AN ESCAPE,tx
21ST CENTURY BOYS,"URASAWA, NAOKI",2014-04-16 00:00:00,2014,4.0,16,PG 78 SEXUALLY EXPLICIT IMAGES,tx
"21ST CENTURY, THE",NATIONAL GEOGRAPHIC,2022-05-18 00:00:00,2022,5.0,18,PAGE 263 CONTAINS A PHOTO OF A NUDE CHILD,tx
21ST-CENTURY SNIPER,"WEBB, BRANDON",2011-01-07 00:00:00,2011,1.0,7,PAGES: 87 & 101 BRK WPN,tx
"25,000 YEARS OF EROTIC FREEDOM","MOORE, ALAN",2013-06-05 00:00:00,2013,6.0,5,"PGS 15, 35, 37, 43, 45, 54, 55 & 56 SEXUALLY EXPLICIT IMAGES",tx
"25TH ANNIVERSARY SKETCHBOOK 8800 DAYS OF BLONDES,","MOORE, TERRY",2019-07-15 00:00:00,2019,7.0,15,"PGS 14, 39, 60, 66 & 73 SEXUALLY EXPLICIT IMAGES",tx
269 AMAZING SEX GAMES,"DE BEER, HUGH",2020-01-08 00:00:00,2020,1.0,8,"PAGES 7,8,35,39 & 66 CONTAIN SEXUALLY EXPLICIT IMAGES",tx
269 AMAZING SEX TIPS AND TRICKS FOR MEN,"HOOPER, ANNE",2006-09-18 00:00:00,2006,9.0,18,"PGS 13, 14, 21, 28, 31 & 43 SEXUALLY EXPLICIT IMAGES",tx
269 RED HOT XXX RATED QUESTIONS,NONE,2020-01-17 00:00:00,2020,1.0,17,PAGES 33 & 36 CONTAIN SEXUALLY EXPLICIT IMAGES,tx
276 EDIBLE WILD PLANTS OF THE U.S. AND CANADA,"WARNOCK, CALEB",2022-06-23 00:00:00,2022,6.0,23,,tx
3 BIGFOOT SIGHTINGS MAPS IN 7 STATES,"BUYDENS, SHARON",2020-07-29 00:00:00,2020,7.0,29,,tx
3 DECADES,"GARCIA, ARTEMIO",2020-03-09 00:00:00,2020,3.0,9,ENTIRE BOOK STG RELATED MATERIAL,tx
3 STRIKES,CRUCIFIX,2017-03-01 00:00:00,2017,3.0,1,PG 33 IND CHL,tx
3D ART BOOK,"EATON, TRISTAN",2014-10-28 00:00:00,2014,10.0,28,PGS 183 & 157 SEXUALLY EXPLICIT IMAGES,tx
30 YEARS OF POLAROIDS,"BISANG, BRUNO",2021-05-17 00:00:00,2021,5.0,17,PAGES 10 & 20 SEXUALLY EXPLICIT IMAGES,tx
300 THE ART OF THE FILM,"SNYDER, ZACK",2007-03-16 00:00:00,2007,3.0,16,PG 10 NUDE CHILD,tx
33 STRATEGIES OF WAR,"GREENE, ROBERT",2019-02-26 00:00:00,2019,2.0,26,ENTIRE BOOK CONTAINS MANIPULATION TECHNIQUES,tx
33+ HOT EXPLICIT AND TABOO SEX STORIES,"GOODE, G.G.",2021-09-09 00:00:00,2021,9.0,9,FRONT COVER SEXUALLY EXPLICIT IMAGE,tx
34 YEARS IN HELL: MY TIME INSIDE AMERICA'S,"KANE, JAMIE",2020-05-04 00:00:00,2020,5.0,4,AGE 220 BREAKDOWN OF A WEAPON,tx
35 CENTS,"LEE, MATTY",2009-08-19 00:00:00,2009,8.0,19,PAGES 31 & 32 SEX WITH A MINOR (AGE PAGE 29),tx
"36 DEADLY BUBISHI POINTS, THE","CARDWELL, RAND",2019-05-21 00:00:00,2019,5.0,21,PGS 33 & 36 OFF/DEF FIGHTING TECHNIQUES,tx
365 DAYS OF SENSATIONAL SEX,"PAGET, LOU",2006-02-23 00:00:00,2006,2.0,23,"PGS 130, 133 & 135 SEXUALLY EXPLICIT IMAGES",tx
365 SEX MOVES,"FOXX, RANDI",2017-09-06 00:00:00,2017,9.0,6,"PGS 8, 9, 162, 163, 334 & 335 CONTAIN SEXUALLY EXPLICIT IMAGES",tx
365 SEX POSITIONS,"SWEET, LISA",2011-06-22 00:00:00,2011,6.0,22,"PGS 3, 5 & 6 SEXUALLY EXPLICIT IMAGES",tx
365 SEXUAL POSITIONS,"FLORES, VICTOR",2015-02-06 00:00:00,2015,2.0,6,"PGS 6, 7, 22 & 23 SEXUALLY EXPLICIT IMAGES",tx
4 HOUR BODY THE,"FERRISS, TIMOTHY",2011-04-07 00:00:00,2011,4.0,7,"PAGES: 234, 235, 243, 244, 245 & 246 SEI",tx
04:44:00,"CHRONICLES, HOOD",2018-10-15 00:00:00,2018,10.0,15,PG 34 RAPE,tx
45 DAY SELF IMPROVEMENT HANDBOOK,"MENDEZ, A.V.",2020-11-24 00:00:00,2020,11.0,24,PAGES 34-54 MANIPULATION TECHNIQUES,tx
48 LAWS OF POWER NEW SUMMARY & ANALYSIS,"GREENE, ROBERT",2022-09-29 00:00:00,2022,9.0,29,,tx
"48 LAWS OF POWER, THE","GREENE, ROBERT",2015-12-17 00:00:00,2015,12.0,17,ENTIRE BOOK CONTAINS DECEPTION & MANIPULATION TECHNIQUES,tx
5 GRAMS,"BOGAZIANOS, DIMITRI",2017-02-24 00:00:00,2017,2.0,24,"PGS 32, 33 & 34 MFG DRUGS",tx
5 LANGUAGE DICTIONARY,NONE,2021-09-29 00:00:00,2021,9.0,29,PAGE 53 CONTAINS AN IMAGE OF A NUDE CHILD,tx
"5 LANGUAGE VISUAL DISCTIONERY FRENCH, ENGLISH,",DK,2022-01-27 00:00:00,2022,1.0,27,PAGE 53 CONTAINS A PHOTO OF A NUDE CHILD,tx
50 ARTISTS YOU SHOULD KNOW,"KOSTER, THOMAS",2013-03-25 00:00:00,2013,3.0,25,PAGE 37 PICTURE OF A NUDE CHILD,tx
50 NIGHTS IN GRAY,"OWEN, WELDON",2015-06-12 00:00:00,2015,6.0,12,"PGS 8, 12, 22, 27, 32 & 34 SEXUALLY EXPLICIT IMAGES",tx
50 SHADES OF BONDAGE AND DISCIPLINE,"DUBOIS, RENEE",2018-05-04 00:00:00,2018,5.0,4,PGS 95 & 99 CONTAIN SEXUALLY EXPLICIT IMAGES,tx
50 YEARS OF THE PLAYBOY BUNNY,"HEFNER, HUGH",2012-01-24 00:00:00,2012,1.0,24,PGS 88 & 89 SEXUALLY EXPLICIT IMAGES,tx
50 YEARS ROLLING STONE,"WENNER, JANN",2017-06-27 00:00:00,2017,6.0,27,PAGE 41 CONTAINS SEXUALLY EXPLICIT IMAGES,tx
50 YEARS THE STORY OF WOODSTOCK LIVE,"BITOUN, JULIEN",2021-04-20 00:00:00,2021,4.0,20,PAGE 227 NUDE CHILD,tx
"50TH LAW, THE","GREENE, ROBERT",2018-12-31 00:00:00,2018,12.0,31,ENTIRE BOOK MANIPULATION TECHNIQUES,tx
500 ESSENTIAL CULT BOOKS THE ULTIMATE GUIDE,"MCKINNON, GINA",2013-04-23 00:00:00,2013,4.0,23,"PAGES 66, 262, 277 & 287 SEXUALLY EXPLICIT IMAGES",tx
5000 + DAYS,"EVANS, HAROLD",2010-12-07 00:00:00,2010,12.0,7,PAGE: 235 NUD CHL PAGE,tx
501 UNARMED SELF-DEFENSE SKILLS,"MCNAB, CHRIS",2020-02-20 00:00:00,2020,2.0,20,"PAGES 97,99,101 & 110 CONTAIN OFFENSIVE/DEFENSIVE FIGHTING TECHNIQUES",tx
52 PREPPER PROJECTS,"NASH, DAVID",2015-12-21 00:00:00,2015,12.0,21,PGS 166-168 MFG WPN,tx
52 RANDOM WEEKEND PROJECTS FOR BUDDING INVENTORS &,NONE,2021-11-17 00:00:00,2021,11.0,17,PAGES 124-129 CONTAIN THE MANUFACTURE OF WEAPONS,tx
60'S FLASHBACK,"PAUL, GREG",2008-11-18 00:00:00,2008,11.0,18,PG 53 SEXUALLY EXPLICIT IMAGES,tx
60S!,"JAVNA, JOHN",2021-03-18 00:00:00,2021,3.0,18,"AGES 98, 114 & 190 SEXUALLY EXPLICIT IMAGES",tx
666 PHOTOGRAPHY,"PARTRIDGE, GAYLA",2011-06-16 00:00:00,2011,6.0,16,"PAGES: 67, 70 & 164 SEI",tx
69 WAYS TO PLEASE YOUR LOVER,"BAILEY, NICOLE",2011-04-14 00:00:00,2011,4.0,14,"PAGES: 15, 17, 18, 19, 27 & 37 SEI",tx
8 BALL CHICKS,"SIKES, GINI",2011-01-07 00:00:00,2011,1.0,7,PAGE: 210 IND CHL,tx
8 EROTIC NIGHTS,"HATHAWAY, CHARLA",2014-02-12 00:00:00,2014,2.0,12,"PGS 41, 43, 44 & 47 SEXUALLY EXPLICIT IMAGES",tx
"800 BLUE PRINT, THE","DANIELS, ANTHONY",2020-06-05 00:00:00,2020,6.0,5,"PAGES 79, 80, 87 INFORMATION ON HOW TO COMMIT FRAUD",tx
9MM PARABELLUM,"KONIG, KLAUS-PETER",2021-05-24 00:00:00,2021,5.0,24,PAGES 222 & 223 CONTAIN THE BREAKDOWN OF A WEAPON,tx
99 WAYS TO MAKE A PIPE,"STERN, BRETT",2020-02-27 00:00:00,2020,2.0,27,"PAGES 4, 34 & 49 CONTAIN THE MANUFACTURE OF A PIPE USED TO SMOKE ILLEGAL DRUGS",tx
(2) HOT MALE COUPLES,,2002-04-16 00:00:00,2002,4.0,16,,fl
(2) HOT MALE COUPLES,,2002-05-29 00:00:00,2002,5.0,29,,fl
(2) HOT MALE COUPLES,,2002-11-27 00:00:00,2002,11.0,27,,fl
(2) HOT MALE COUPLES,,2003-07-09 00:00:00,2003,7.0,9,,fl
(2) HOT MALE COUPLES,,2005-01-04 00:00:00,2005,1.0,4,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-04-04 00:00:00,2001,4.0,4,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-04-25 00:00:00,2001,4.0,25,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-05-30 00:00:00,2001,5.0,30,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-05-30 00:00:00,2001,5.0,30,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-01-24 00:00:00,2001,1.0,24,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-02-21 00:00:00,2001,2.0,21,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-03-07 00:00:00,2001,3.0,7,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-03-14 00:00:00,2001,3.0,14,,fl
[JAPANESE LANGUAGE CHARACTERS],,2001-03-21 00:00:00,2001,3.0,21,,fl
053803 LIFE AT FIFTEEN,,2008-11-06 00:00:00,2008,11.0,6,,fl
100 ARTISTS SEE SATAN,,2006-03-21 00:00:00,2006,3.0,21,,fl
100 BULLETS,,2011-08-25 00:00:00,2011,8.0,25,,fl
100 NAKED GIRLS,,2008-03-06 00:00:00,2008,3.0,6,,fl
100 NUDES,,2001-06-06 00:00:00,2001,6.0,6,,fl
100 THINGS YOU'RE NOT SUPPOSED TO KNOW,,2011-06-02 00:00:00,2011,6.0,2,,fl
100 WAYS TO CREATE FANTASY FIGURES,,2011-06-02 00:00:00,2011,6.0,2,,fl
100 WAYS TO DISAPPEAR AND LIVE FREE,,1999-05-20 00:00:00,1999,5.0,20,,fl
1000 DESSOUS: A HISTORY OF LINGERIE,,1998-11-23 00:00:00,1998,11.0,23,,fl
1000 NUDES,,1998-09-10 00:00:00,1998,9.0,10,,fl
1000 TATTOOS,,2000-01-19 00:00:00,2000,1.0,19,,fl
101 AMAZING CARD TRICKS,,2008-04-10 00:00:00,2008,4.0,10,,fl
101 CLEVER CARD TRICKS,,2011-02-17 00:00:00,2011,2.0,17,,fl
101 GREAT CARD GAMES,,2008-07-24 00:00:00,2008,7.0,24,,fl
101 SPY GADGETS FOR THE EVIL GENIUS,,2007-10-04 00:00:00,2007,10.0,4,,fl
108 INSIGHTS INTO TAI CHI CHUAN,,1999-03-11 00:00:00,1999,3.0,11,,fl
10TH ANNIVERSARY,,2011-10-05 00:00:00,2011,10.0,5,,fl
1100 DESIGNS AND MOTIFS FROM HISTORIC SOURCES,,2005-08-09 00:00:00,2005,8.0,9,,fl
1500 EROTIC MOVIES,,1999-04-01 00:00:00,1999,4.0,1,,fl
16 COMMANDMENTS,,2002-12-31 00:00:00,2002,12.0,31,,fl
"1800 MECHANICAL MOVEMENTS, DEVICES AND APPLIANCES",,2011-02-03 00:00:00,2011,2.0,3,,fl
2 LIVE CREW,,1998-05-19 00:00:00,1998,5.0,19,,fl
200 MAJIC TRICKS ANYONE CAN DO,,2006-04-25 00:00:00,2006,4.0,25,,fl
2000 EARLY ADVERTISING CUTS,,2006-04-04 00:00:00,2006,4.0,4,,fl
"2000 FORMULAS, RECIPES AND TRADE SECRETS",,2004-11-16 00:00:00,2004,11.0,16,,fl
2009 CATALOG FOR N,,2009-08-27 00:00:00,2009,8.0,27,,fl
2010 FANTASY FOOTBALL,,2010-06-30 00:00:00,2010,6.0,30,,fl
2010 FOOTBALL ANNUAL,,2010-07-29 00:00:00,2010,7.0,29,,fl
21ST CENTURY WARRIORS: FIGHTING SECRETS OF MIXED-MARTIAL ARTS CHAMPIONS,,2010-07-29 00:00:00,2010,7.0,29,,fl
22 RADIO AND RECEIVER PROJECTS FOR THE EVIL GENIUS,,2011-03-03 00:00:00,2011,3.0,3,,fl
25 SEXIEST DANCERS OF '99,,2000-12-27 00:00:00,2000,12.0,27,,fl
25 YEARS OF AN ARTIST,,2001-07-11 00:00:00,2001,7.0,11,,fl
2600 HACKER QUARTERLY,,2005-04-26 00:00:00,2005,4.0,26,,fl
2600 HACKER QUARTERLY,,2005-12-06 00:00:00,2005,12.0,6,,fl
2600 HACKER QUARTERLY,,2005-06-14 00:00:00,2005,6.0,14,,fl
2600 HACKER QUARTERLY,,2005-09-06 00:00:00,2005,9.0,6,,fl
269 AMAZING SEX TIPS AND TRICKS FOR WOMEN,,2004-11-02 00:00:00,2004,11.0,2,,fl
30 POSTCARDS,,2002-03-07 00:00:00,2002,3.0,7,,fl
30 SOMETHING,,2001-10-17 00:00:00,2001,10.0,17,,fl
30 SOMETHING,,2001-10-24 00:00:00,2001,10.0,24,,fl
300: THE ART OF THE FILM,,2010-11-18 00:00:00,2010,11.0,18,,fl
33/5,,1999-04-22 00:00:00,1999,4.0,22,,fl
36 UNCENSORED PORTRAITS,,1999-03-25 00:00:00,1999,3.0,25,,fl
365 CELEBRITY CRYPTO/QUOTES,,1999-10-28 00:00:00,1999,10.0,28,,fl
365 DAYS OF SENSATIONAL SEX,,2006-04-04 00:00:00,2006,4.0,4,,fl
4 FRONT,,2010-04-01 00:00:00,2010,4.0,1,,fl
4 FRONT,,2011-08-25 00:00:00,2011,8.0,25,,fl
4 HOUR BODY,,2011-03-31 00:00:00,2011,3.0,31,,fl
"4000 ANIMAL, BIRD & FISH MOTIFS",,2007-06-28 00:00:00,2007,6.0,28,,fl
48 LAWS OF POWER,,2014-07-23 00:00:00,2014,7.0,23,,fl
4STRUGGLEMAG,,2010-08-26 00:00:00,2010,8.0,26,,fl
50 GREEN PROJECTS FOR THE EVIL GENIUS,,2010-03-04 00:00:00,2010,3.0,4,,fl
50 MANGA BABES TO DRAW AND PAINT,,2011-09-15 00:00:00,2011,9.0,15,,fl
50 MANGA BABIES TO DRAW AND PAINT,,2011-05-12 00:00:00,2011,5.0,12,,fl
50+ BLACK FATSOS,,1998-06-11 00:00:00,1998,6.0,11,,fl
500 TATTOO DESIGNS,,2005-03-08 00:00:00,2005,3.0,8,,fl
51 HIGH TECH PRACTICAL JOKES FOR THE EVIL GENIUS,,2008-10-02 00:00:00,2008,10.0,2,,fl
52 WAYS TO CHEAT AT POKER,,2009-02-26 00:00:00,2009,2.0,26,,fl
69 WAYS TO PLEASE YOUR LOVER,,2009-01-08 00:00:00,2009,1.0,8,,fl
75 DOWN BLOCKS: REFINING KARATE TECHNIQUE,,2007-12-27 00:00:00,2007,12.0,27,,fl
777 AND OTHER CABALISTIC WRITINGS OF ALEISTER CROWLEY,,2003-09-24 00:00:00,2003,9.0,24,,fl
"800 METERS: A JOURNEY OF ADDICTION, RECOVERY AND REDEMPTION",,2009-08-27 00:00:00,2009,8.0,27,,fl
88 CONCEPTS,,2010-04-01 00:00:00,2010,4.0,1,,fl
88 ENTERPRISES,,2001-08-22 00:00:00,2001,8.0,22,,fl
88 PRECEPTS,,2010-04-01 00:00:00,2010,4.0,1,,fl
A & U,,2001-01-31 00:00:00,2001,1.0,31,,fl
A TO Z ENCYCLOPEDIA OF SERIAL KILLERS,,2007-08-16 00:00:00,2007,8.0,16,,fl
A,,2011-02-03 00:00:00,2011,2.0,3,,fl
A,,2009-10-22 00:00:00,2009,10.0,22,,fl
AARL HANDBOOK 2005/THE COMPREHENSIVE RF ENGINEERING REFERENCE,,2006-02-08 00:00:00,2006,2.0,8,,fl
ABC PARALEGAL SERVICES NEWSLETTER,,2010-08-12 00:00:00,2010,8.0,12,,fl
ABOLITIONIST,,2005-09-21 00:00:00,2005,9.0,21,,fl
ABOLITIONIST,,2011-09-15 00:00:00,2011,9.0,15,,fl
ABRACADABRA: SECRET METHODS MAGICIANS AND OTHERS USE TO DECEIVE THEIR AUDIENCE,,2003-08-13 00:00:00,2003,8.0,13,,fl
ABRAHAM LINCOLN: VAMPIRE HUNTER,,2010-05-06 00:00:00,2010,5.0,6,,fl
ABSOLUTION NO,,2010-02-18 00:00:00,2010,2.0,18,,fl
ABYSS,,1997-02-14 00:00:00,1997,2.0,14,,fl
ACADEMY OF LUST,,2010-09-09 00:00:00,2010,9.0,9,,fl
ACCOUNTANT'S STORY: THE TRUE STORY OF PABLO ESCOBAR,,2009-07-09 00:00:00,2009,7.0,9,,fl
ACD PACKET: ADMINISTRATIVE CLAIM FOR DAMAGES,,2008-10-02 00:00:00,2008,10.0,2,,fl
ACID TRIPS AND CHEMISTRY,,2007-08-16 00:00:00,2007,8.0,16,,fl
"ACQUIRING NEW ID: HOW TO USE THE LATEST COMPUTER TECHNOLOGY TO DROP OUT, START OVER, AND GET ON WITH YOUR LIFE",,1999-03-11 00:00:00,1999,3.0,11,,fl
"ACT LIKE A GENTLEMAN, THINK LIKE A WOMAN",,2009-10-22 00:00:00,2009,10.0,22,,fl
ACUPRESSURE FOR LOVERS,,2011-05-12 00:00:00,2011,5.0,12,,fl
ADAM & EVE CATALOG,,2011-08-11 00:00:00,2011,8.0,11,,fl
ADAM & EVE,,2011-09-22 00:00:00,2011,9.0,22,,fl
ADAM AND EVE CATALOG,,2000-02-09 00:00:00,2000,2.0,9,,fl
ADAM AND EVE CATALOG,,2011-07-08 00:00:00,2011,7.0,8,,fl
ADAM AND EVE CATALOG,,2001-08-22 00:00:00,2001,8.0,22,,fl
ADAM AND EVE CATALOG,,2001-08-22 00:00:00,2001,8.0,22,,fl
ADAM AND EVE,,1999-06-10 00:00:00,1999,6.0,10,,fl
ADAM BLACK FILM AND VIDEO DIRECTORY,,2007-07-12 00:00:00,2007,7.0,12,,fl
ADAM BLACK VIDEO DIRECTORY,,1998-05-28 00:00:00,1998,5.0,28,,fl
ADAM EROTOMIC,,1998-05-19 00:00:00,1998,5.0,19,,fl
ADAM FILM DIRECTORY,,1997-11-18 00:00:00,1997,11.0,18,,fl
ADAM FILM WORLD GUIDE DIRECTORY 2008,,2008-10-16 00:00:00,2008,10.0,16,,fl
ADAM FILM WORLD GUIDE,,1997-11-18 00:00:00,1997,11.0,18,,fl
ADAM FILM WORLD GUIDE,,1998-08-21 00:00:00,1998,8.0,21,,fl
ADAM FILM WORLD GUIDE,,1998-12-17 00:00:00,1998,12.0,17,,fl
ADAM FILM WORLD GUIDE,,1998-07-16 00:00:00,1998,7.0,16,,fl
ADAM FILM WORLD GUIDE,,2000-04-05 00:00:00,2000,4.0,5,,fl
ADAM FILM WORLD GUIDE,,2007-01-25 00:00:00,2007,1.0,25,,fl
ADAM FILM WORLD GUIDE,,1998-07-16 00:00:00,1998,7.0,16,,fl
ADAM GAY VIDEO DIRECTORY,,1997-05-15 00:00:00,1997,5.0,15,,fl
ADAM PRESENTS STARS OF PORN,,2011-10-19 00:00:00,2011,10.0,19,,fl
ADAM,,1995-12-05 00:00:00,1995,12.0,5,,fl
ADAM,,1995-12-05 00:00:00,1995,12.0,5,,fl
ADAM,,1996-04-11 00:00:00,1996,4.0,11,,fl
ADAM,,1996-04-11 00:00:00,1996,4.0,11,,fl
ADAM,,1997-11-18 00:00:00,1997,11.0,18,,fl
"ADDRESS BOOK, THE",,2007-04-19 00:00:00,2007,4.0,19,,fl
ADOLPH HITLER,,2011-10-05 00:00:00,2011,10.0,5,,fl
ADONIS,,2001-04-18 00:00:00,2001,4.0,18,,fl
ADULT CINEMA PREVIEW,,1998-09-28 00:00:00,1998,9.0,28,,fl
ADULT CINEMA PREVIEW,,1998-09-28 00:00:00,1998,9.0,28,,fl
ADULT CINEMA,,1998-07-02 00:00:00,1998,7.0,2,,fl
ADULT CINEMA,,1998-06-25 00:00:00,1998,6.0,25,,fl
ADULT DVD EMPIRE,,2008-06-26 00:00:00,2008,6.0,26,,fl
ADULT FUN 411,,2003-05-07 00:00:00,2003,5.0,7,,fl
ADULT PREVIEWS: EROS GRAPHIC NOVELS,,2009-02-12 00:00:00,2009,2.0,12,,fl
ADULT PREVIEWS: EROS GRAPHIC NOVELS,,2009-02-26 00:00:00,2009,2.0,26,,fl
ADVANCE SHOTOKAN KARATE HANDBOOK,,2007-12-13 00:00:00,2007,12.0,13,,fl
ADVANCED DRAGON'S TOUCH,,2011-03-31 00:00:00,2011,3.0,31,,fl
ADVANCED SHOTOKAN KARATE BIBLE: BLACK BELT AND BEYOND,,2010-11-18 00:00:00,2010,11.0,18,,fl
ADVANCED TATTOO ART,,2008-03-06 00:00:00,2008,3.0,6,,fl
ADVENTURES FROM THE TECHNOLOGY UNDERGROUND,,2008-06-26 00:00:00,2008,6.0,26,,fl
ADVENTURES FROM THE TECHNOLOGY UNDERWORLD,,2006-04-04 00:00:00,2006,4.0,4,,fl
ADVOCATE CLASSIFIED,,1995-04-28 00:00:00,1995,4.0,28,,fl
ADVOCATE CLASSIFIEDS,,1998-12-03 00:00:00,1998,12.0,3,,fl
AFFORDABLE FANTASIES AND ILLUSIONS,,1999-09-22 00:00:00,1999,9.0,22,,fl
AFRICAN BLACK SEXATIONS,,1998-05-28 00:00:00,1998,5.0,28,,fl
AFRICAN BLACK SEXATIONS,,1998-07-30 00:00:00,1998,7.0,30,,fl
AFRICAN BLACK SEXATIONS,,1998-07-30 00:00:00,1998,7.0,30,,fl
AFRICAN CEREMONIES,,2008-05-08 00:00:00,2008,5.0,8,,fl
AFRICAN EROTICA,,2008-06-26 00:00:00,2008,6.0,26,,fl
"AFTERMATH, INC: CLEANING UP AFTER CSI GOES HOME",,2008-12-11 00:00:00,2008,12.0,11,,fl
A-G (SUPER EROTIC ANTHOLOGY COMICS),,2002-08-07 00:00:00,2002,8.0,7,,fl
A-G (SUPER EROTIC ANTHOLOGY COMICS),,2004-06-08 00:00:00,2004,6.0,8,,fl
AGAINST THE EVIL TIDE,,1997-05-15 00:00:00,1997,5.0,15,,fl
AGENT PROVOCATEUR: A CELEBRATION OF FEMININITY,,2003-10-15 00:00:00,2003,10.0,15,,fl
AGONY IN BLACK,,2004-04-20 00:00:00,2004,4.0,20,,fl
AID AND ABET NEWSLETTER,,1998-09-04 00:00:00,1998,9.0,4,,fl
AID AND ABET NEWSLETTER,,1998-09-04 00:00:00,1998,9.0,4,,fl
AIKIDO AND THE DYNAMIC SPHERE,,2007-11-01 00:00:00,2007,11.0,1,,fl
AIKIDO KYOHAN: THE DEFINITIVE GUIDE TO THE WAY OF HARMONY,,2003-07-02 00:00:00,2003,7.0,2,,fl
AIKIDO: THE COMPLETE BASIC TECHNIQUES,,2008-01-24 00:00:00,2008,1.0,24,,fl
AIR BRUSH ACTION,,2008-09-18 00:00:00,2008,9.0,18,,fl
AIR BRUSH ACTION,,2008-09-18 00:00:00,2008,9.0,18,,fl
AIR BRUSH ACTION,,2008-09-18 00:00:00,2008,9.0,18,,fl
AIR BRUSH ACTION,,2008-04-10 00:00:00,2008,4.0,10,,fl
AIR BRUSH ACTION,,2008-11-26 00:00:00,2008,11.0,26,,fl
AIR BRUSH ACTION,,2009-04-30 00:00:00,2009,4.0,30,,fl
AIR BRUSH ACTION,,2008-11-26 00:00:00,2008,11.0,26,,fl
AIR BRUSH ACTION,,2009-03-26 00:00:00,2009,3.0,26,,fl
AIR BRUSH ACTION,,2009-06-09 00:00:00,2009,6.0,9,,fl
AIR BRUSH ACTION,,2009-09-24 00:00:00,2009,9.0,24,,fl
AIR BRUSH ACTION,,2009-11-19 00:00:00,2009,11.0,19,,fl
AIR BRUSH ACTION,,2010-09-09 00:00:00,2010,9.0,9,,fl
AIR BRUSH ACTION,,2010-09-09 00:00:00,2010,9.0,9,,fl
AIR BRUSH ACTION,,2010-09-09 00:00:00,2010,9.0,9,,fl
AIR BRUSH ACTION,,2010-10-22 00:00:00,2010,10.0,22,,fl
AIR BRUSH ACTION,,2010-11-03 00:00:00,2010,11.0,3,,fl
AIR BRUSH ACTION,,2011-02-17 00:00:00,2011,2.0,17,,fl
AIR BRUSH ACTION,,2011-02-17 00:00:00,2011,2.0,17,,fl
AIR BRUSH ACTION,,2011-03-31 00:00:00,2011,3.0,31,,fl
AIR BRUSH ACTION,,2011-05-12 00:00:00,2011,5.0,12,,fl
AIR BRUSH ACTION,,2009-04-30 00:00:00,2009,4.0,30,,fl
AIRBRUSH ART AND ACTION,,1999-02-11 00:00:00,1999,2.0,11,,fl
AIRBRUSH ART AND ACTION,,2000-08-30 00:00:00,2000,8.0,30,,fl
AIRBRUSH TECHNIQUES,,2009-04-30 00:00:00,2009,4.0,30,,fl
AIRBRUSH TECHNIQUES,,2009-04-30 00:00:00,2009,4.0,30,,fl
AIRBRUSH TECHNIQUES,,2009-04-30 00:00:00,2009,4.0,30,,fl
AIRBRUSH TECHNIQUES,,2009-04-30 00:00:00,2009,4.0,30,,fl
AIRBRUSH TECHNIQUES,,2009-04-30 00:00:00,2009,4.0,30,,fl
AIRBRUSHING 101,,2009-06-09 00:00:00,2009,6.0,9,,fl
AIRBRUSHING TECHNIQUES: STEP-BY-STEP,,2011-01-20 00:00:00,2011,1.0,20,,fl
AIRBRUSHING,,2010-04-01 00:00:00,2010,4.0,1,,fl
AIRPLANE FLYING HANDBOOK,,2009-03-26 00:00:00,2009,3.0,26,,fl
AK PRESS DISTRIBUTION,,1999-10-06 00:00:00,1999,10.0,6,,fl
AK PRESS DISTRIBUTION,,2005-09-21 00:00:00,2005,9.0,21,,fl
AK PRESS DISTRIBUTION,,2005-09-21 00:00:00,2005,9.0,21,,fl
AKIDO AND THE DYNAMIC SPHERE,,1999-08-20 00:00:00,1999,8.0,20,,fl
AKIDO BASICS,,2004-06-29 00:00:00,2004,6.0,29,,fl
AKIDO IN DAILY LIFE,,2005-01-04 00:00:00,2005,1.0,4,,fl
AKIDO JOURNAL,,2005-01-04 00:00:00,2005,1.0,4,,fl
ALABAMA UNFORGETTABLE: THE OFFICIAL VACATION GUIDE FOR THE STATE OF ALABAMA,,1998-06-11 00:00:00,1998,6.0,11,,fl
"ALBERTO, PART 1: ALBERTO",,1994-03-31 00:00:00,1994,3.0,31,,fl
"ALBERTO, PART 2: DOUBLE CROSS",,1994-03-31 00:00:00,1994,3.0,31,,fl
"ALBERTO, PART 3: GODFATHERS",,1994-03-31 00:00:00,1994,3.0,31,,fl
"ALBERTO, PART 4: FORCE",,1994-03-31 00:00:00,1994,3.0,31,,fl
"ALBERTO, PART 5: FOUR HORSEMEN",,1994-03-31 00:00:00,1994,3.0,31,,fl
"ALBERTO, PART 6: PROPHET",,1994-03-31 00:00:00,1994,3.0,31,,fl
ALCHEMIST'S HANDBOOK,,1998-06-25 00:00:00,1998,6.0,25,,fl
